"Longitude","Latitude","Region","ID"
142.325,-9.87499999999999,"gbr",1000122
142.325,-9.67499999999998,"gbr",1000123
142.325,-9.57499999999999,"gbr",1000124
142.325,-9.52499999999999,"gbr",1000125
142.325,-9.22499999999999,"gbr",1000126
142.375,-10.875,"gbr",1000127
142.375,-10.775,"gbr",1000128
142.375,-10.725,"gbr",1000129
142.375,-10.675,"gbr",1000130
142.375,-10.625,"gbr",1000131
142.375,-10.575,"gbr",1000132
142.375,-10.475,"gbr",1000133
142.375,-10.425,"gbr",1000134
142.375,-10.375,"gbr",1000135
142.375,-10.225,"gbr",1000136
142.375,-10.175,"gbr",1000137
142.375,-10.125,"gbr",1000138
142.375,-9.87499999999999,"gbr",1000139
142.375,-9.82499999999999,"gbr",1000140
142.375,-9.77499999999999,"gbr",1000141
142.375,-9.67499999999998,"gbr",1000142
142.375,-9.57499999999999,"gbr",1000143
142.375,-9.22499999999999,"gbr",1000144
142.425,-10.725,"gbr",1000145
142.425,-10.675,"gbr",1000146
142.425,-10.525,"gbr",1000147
142.425,-10.475,"gbr",1000148
142.425,-10.425,"gbr",1000149
142.425,-10.075,"gbr",1000150
142.425,-10.025,"gbr",1000151
142.425,-9.27499999999999,"gbr",1000152
142.425,-9.22499999999999,"gbr",1000153
142.475,-10.275,"gbr",1000154
142.475,-10.225,"gbr",1000155
142.475,-10.125,"gbr",1000156
142.475,-10.075,"gbr",1000157
142.475,-10.025,"gbr",1000158
142.475,-9.27499999999999,"gbr",1000159
142.525,-10.625,"gbr",1000160
142.525,-10.175,"gbr",1000161
142.525,-10.125,"gbr",1000162
142.525,-9.87499999999999,"gbr",1000163
142.525,-9.82499999999999,"gbr",1000164
142.575,-10.875,"gbr",1000165
142.575,-10.825,"gbr",1000166
142.575,-10.775,"gbr",1000167
142.575,-10.725,"gbr",1000168
142.575,-10.675,"gbr",1000169
142.575,-9.37499999999999,"gbr",1000170
142.625,-10.925,"gbr",1000171
142.625,-10.875,"gbr",1000172
142.625,-10.775,"gbr",1000173
142.625,-10.725,"gbr",1000174
142.625,-10.675,"gbr",1000175
142.625,-10.625,"gbr",1000176
142.625,-10.525,"gbr",1000177
142.625,-9.82499999999999,"gbr",1000178
142.625,-9.77499999999999,"gbr",1000179
142.625,-9.57499999999999,"gbr",1000180
142.625,-9.52499999999999,"gbr",1000181
142.675,-10.925,"gbr",1000182
142.675,-10.875,"gbr",1000183
142.675,-10.825,"gbr",1000184
142.675,-10.775,"gbr",1000185
142.675,-10.725,"gbr",1000186
142.675,-10.675,"gbr",1000187
142.675,-10.625,"gbr",1000188
142.675,-10.325,"gbr",1000189
142.675,-9.87499999999999,"gbr",1000190
142.675,-9.72499999999999,"gbr",1000191
142.675,-9.67499999999998,"gbr",1000192
142.725,-10.975,"gbr",1000193
142.725,-10.925,"gbr",1000194
142.725,-10.825,"gbr",1000195
142.725,-10.775,"gbr",1000196
142.725,-10.725,"gbr",1000197
142.725,-10.675,"gbr",1000198
142.725,-10.625,"gbr",1000199
142.725,-9.87499999999999,"gbr",1000200
142.725,-9.82499999999999,"gbr",1000201
142.775,-11.125,"gbr",1000202
142.775,-11.075,"gbr",1000203
142.775,-11.025,"gbr",1000204
142.775,-10.975,"gbr",1000205
142.775,-10.875,"gbr",1000206
142.775,-10.825,"gbr",1000207
142.775,-10.725,"gbr",1000208
142.775,-10.675,"gbr",1000209
142.775,-10.625,"gbr",1000210
142.775,-9.87499999999999,"gbr",1000211
142.825,-11.575,"gbr",1000212
142.825,-11.475,"gbr",1000213
142.825,-11.325,"gbr",1000214
142.825,-11.275,"gbr",1000215
142.825,-11.225,"gbr",1000216
142.825,-11.175,"gbr",1000217
142.825,-11.125,"gbr",1000218
142.825,-11.075,"gbr",1000219
142.825,-10.675,"gbr",1000220
142.825,-10.625,"gbr",1000221
142.825,-10.375,"gbr",1000222
142.825,-10.325,"gbr",1000223
142.825,-10.275,"gbr",1000224
142.825,-10.225,"gbr",1000225
142.825,-10.175,"gbr",1000226
142.825,-10.125,"gbr",1000227
142.825,-10.025,"gbr",1000228
142.825,-9.72499999999999,"gbr",1000229
142.825,-9.67499999999998,"gbr",1000230
142.825,-9.37499999999999,"gbr",1000231
142.875,-11.875,"gbr",1000232
142.875,-11.825,"gbr",1000233
142.875,-11.775,"gbr",1000234
142.875,-11.625,"gbr",1000235
142.875,-11.575,"gbr",1000236
142.875,-11.525,"gbr",1000237
142.875,-11.475,"gbr",1000238
142.875,-11.425,"gbr",1000239
142.875,-11.375,"gbr",1000240
142.875,-11.275,"gbr",1000241
142.875,-11.225,"gbr",1000242
142.875,-11.125,"gbr",1000243
142.875,-10.675,"gbr",1000244
142.875,-10.625,"gbr",1000245
142.875,-10.575,"gbr",1000246
142.875,-10.375,"gbr",1000247
142.875,-10.325,"gbr",1000248
142.875,-10.275,"gbr",1000249
142.875,-10.225,"gbr",1000250
142.875,-10.175,"gbr",1000251
142.875,-10.125,"gbr",1000252
142.875,-10.075,"gbr",1000253
142.875,-10.025,"gbr",1000254
142.875,-9.97499999999999,"gbr",1000255
142.875,-9.92499999999998,"gbr",1000256
142.875,-9.87499999999999,"gbr",1000257
142.875,-9.82499999999999,"gbr",1000258
142.875,-9.77499999999999,"gbr",1000259
142.875,-9.72499999999999,"gbr",1000260
142.875,-9.67499999999998,"gbr",1000261
142.875,-9.37499999999999,"gbr",1000262
142.925,-11.875,"gbr",1000263
142.925,-11.825,"gbr",1000264
142.925,-11.775,"gbr",1000265
142.925,-11.725,"gbr",1000266
142.925,-11.625,"gbr",1000267
142.925,-11.575,"gbr",1000268
142.925,-11.425,"gbr",1000269
142.925,-11.275,"gbr",1000270
142.925,-11.225,"gbr",1000271
142.925,-10.825,"gbr",1000272
142.925,-10.775,"gbr",1000273
142.925,-10.625,"gbr",1000274
142.925,-10.575,"gbr",1000275
142.925,-10.175,"gbr",1000276
142.925,-10.125,"gbr",1000277
142.925,-10.075,"gbr",1000278
142.925,-10.025,"gbr",1000279
142.925,-9.97499999999999,"gbr",1000280
142.925,-9.92499999999998,"gbr",1000281
142.925,-9.87499999999999,"gbr",1000282
142.925,-9.82499999999999,"gbr",1000283
142.925,-9.77499999999999,"gbr",1000284
142.975,-11.875,"gbr",1000285
142.975,-11.825,"gbr",1000286
142.975,-11.775,"gbr",1000287
142.975,-11.725,"gbr",1000288
142.975,-11.625,"gbr",1000289
142.975,-11.575,"gbr",1000290
142.975,-11.525,"gbr",1000291
142.975,-11.375,"gbr",1000292
142.975,-11.225,"gbr",1000293
142.975,-11.125,"gbr",1000294
142.975,-11.075,"gbr",1000295
142.975,-11.025,"gbr",1000296
142.975,-10.825,"gbr",1000297
142.975,-10.775,"gbr",1000298
142.975,-10.075,"gbr",1000299
142.975,-10.025,"gbr",1000300
142.975,-9.97499999999999,"gbr",1000301
142.975,-9.92499999999998,"gbr",1000302
142.975,-9.87499999999999,"gbr",1000303
142.975,-9.82499999999999,"gbr",1000304
142.975,-9.77499999999999,"gbr",1000305
142.975,-9.72499999999999,"gbr",1000306
142.975,-9.37499999999999,"gbr",1000307
142.975,-9.27499999999999,"gbr",1000308
142.975,-9.22499999999999,"gbr",1000309
143.025,-11.825,"gbr",1000310
143.025,-11.625,"gbr",1000311
143.025,-11.575,"gbr",1000312
143.025,-11.525,"gbr",1000313
143.025,-11.475,"gbr",1000314
143.025,-11.425,"gbr",1000315
143.025,-11.375,"gbr",1000316
143.025,-11.325,"gbr",1000317
143.025,-11.275,"gbr",1000318
143.025,-11.225,"gbr",1000319
143.025,-11.175,"gbr",1000320
143.025,-11.125,"gbr",1000321
143.025,-11.075,"gbr",1000322
143.025,-10.625,"gbr",1000323
143.025,-10.125,"gbr",1000324
143.025,-10.025,"gbr",1000325
143.025,-9.97499999999999,"gbr",1000326
143.025,-9.92499999999998,"gbr",1000327
143.025,-9.87499999999999,"gbr",1000328
143.025,-9.82499999999999,"gbr",1000329
143.025,-9.77499999999999,"gbr",1000330
143.025,-9.72499999999999,"gbr",1000331
143.025,-9.67499999999998,"gbr",1000332
143.025,-9.27499999999999,"gbr",1000333
143.025,-9.22499999999999,"gbr",1000334
143.025,-9.12499999999999,"gbr",1000335
143.075,-11.775,"gbr",1000336
143.075,-11.525,"gbr",1000337
143.075,-11.475,"gbr",1000338
143.075,-11.425,"gbr",1000339
143.075,-11.375,"gbr",1000340
143.075,-11.325,"gbr",1000341
143.075,-11.275,"gbr",1000342
143.075,-11.175,"gbr",1000343
143.075,-11.125,"gbr",1000344
143.075,-11.075,"gbr",1000345
143.075,-11.025,"gbr",1000346
143.075,-10.775,"gbr",1000347
143.075,-10.725,"gbr",1000348
143.075,-10.625,"gbr",1000349
143.075,-10.575,"gbr",1000350
143.075,-10.525,"gbr",1000351
143.075,-10.125,"gbr",1000352
143.075,-10.075,"gbr",1000353
143.075,-10.025,"gbr",1000354
143.075,-9.77499999999999,"gbr",1000355
143.075,-9.72499999999999,"gbr",1000356
143.075,-9.67499999999998,"gbr",1000357
143.075,-9.62499999999999,"gbr",1000358
143.075,-9.57499999999999,"gbr",1000359
143.075,-9.52499999999999,"gbr",1000360
143.075,-9.47499999999999,"gbr",1000361
143.075,-9.42499999999998,"gbr",1000362
143.075,-9.37499999999999,"gbr",1000363
143.075,-9.32499999999999,"gbr",1000364
143.075,-9.27499999999999,"gbr",1000365
143.075,-9.22499999999999,"gbr",1000366
143.125,-12.275,"gbr",1000367
143.125,-12.225,"gbr",1000368
143.125,-12.175,"gbr",1000369
143.125,-11.875,"gbr",1000370
143.125,-11.825,"gbr",1000371
143.125,-11.775,"gbr",1000372
143.125,-11.625,"gbr",1000373
143.125,-11.575,"gbr",1000374
143.125,-11.525,"gbr",1000375
143.125,-11.475,"gbr",1000376
143.125,-11.425,"gbr",1000377
143.125,-11.375,"gbr",1000378
143.125,-11.325,"gbr",1000379
143.125,-11.275,"gbr",1000380
143.125,-11.175,"gbr",1000381
143.125,-11.125,"gbr",1000382
143.125,-11.075,"gbr",1000383
143.125,-11.025,"gbr",1000384
143.125,-10.975,"gbr",1000385
143.125,-10.925,"gbr",1000386
143.125,-10.875,"gbr",1000387
143.125,-10.775,"gbr",1000388
143.125,-10.725,"gbr",1000389
143.125,-10.625,"gbr",1000390
143.125,-10.525,"gbr",1000391
143.125,-10.475,"gbr",1000392
143.125,-10.375,"gbr",1000393
143.125,-10.325,"gbr",1000394
143.125,-10.275,"gbr",1000395
143.125,-10.175,"gbr",1000396
143.125,-10.125,"gbr",1000397
143.125,-10.075,"gbr",1000398
143.125,-10.025,"gbr",1000399
143.125,-9.97499999999999,"gbr",1000400
143.125,-9.87499999999999,"gbr",1000401
143.125,-9.72499999999999,"gbr",1000402
143.125,-9.67499999999998,"gbr",1000403
143.125,-9.62499999999999,"gbr",1000404
143.125,-9.57499999999999,"gbr",1000405
143.125,-9.52499999999999,"gbr",1000406
143.125,-9.47499999999999,"gbr",1000407
143.125,-9.42499999999998,"gbr",1000408
143.125,-9.37499999999999,"gbr",1000409
143.125,-9.32499999999999,"gbr",1000410
143.125,-9.27499999999999,"gbr",1000411
143.175,-12.375,"gbr",1000412
143.175,-12.325,"gbr",1000413
143.175,-12.225,"gbr",1000414
143.175,-12.175,"gbr",1000415
143.175,-11.925,"gbr",1000416
143.175,-11.725,"gbr",1000417
143.175,-11.675,"gbr",1000418
143.175,-11.625,"gbr",1000419
143.175,-11.575,"gbr",1000420
143.175,-11.525,"gbr",1000421
143.175,-11.475,"gbr",1000422
143.175,-11.425,"gbr",1000423
143.175,-11.375,"gbr",1000424
143.175,-11.325,"gbr",1000425
143.175,-11.275,"gbr",1000426
143.175,-11.175,"gbr",1000427
143.175,-11.125,"gbr",1000428
143.175,-10.925,"gbr",1000429
143.175,-10.875,"gbr",1000430
143.175,-10.725,"gbr",1000431
143.175,-10.625,"gbr",1000432
143.175,-10.225,"gbr",1000433
143.175,-10.175,"gbr",1000434
143.175,-10.075,"gbr",1000435
143.175,-9.87499999999999,"gbr",1000436
143.175,-9.62499999999999,"gbr",1000437
143.175,-9.57499999999999,"gbr",1000438
143.175,-9.52499999999999,"gbr",1000439
143.175,-9.47499999999999,"gbr",1000440
143.175,-9.42499999999998,"gbr",1000441
143.175,-9.37499999999999,"gbr",1000442
143.175,-9.32499999999999,"gbr",1000443
143.175,-9.27499999999999,"gbr",1000444
143.175,-9.22499999999999,"gbr",1000445
143.225,-12.375,"gbr",1000446
143.225,-12.275,"gbr",1000447
143.225,-12.225,"gbr",1000448
143.225,-12.125,"gbr",1000449
143.225,-12.025,"gbr",1000450
143.225,-11.975,"gbr",1000451
143.225,-11.925,"gbr",1000452
143.225,-11.825,"gbr",1000453
143.225,-11.775,"gbr",1000454
143.225,-11.725,"gbr",1000455
143.225,-11.625,"gbr",1000456
143.225,-11.575,"gbr",1000457
143.225,-11.525,"gbr",1000458
143.225,-11.475,"gbr",1000459
143.225,-11.425,"gbr",1000460
143.225,-11.325,"gbr",1000461
143.225,-11.275,"gbr",1000462
143.225,-11.225,"gbr",1000463
143.225,-11.175,"gbr",1000464
143.225,-11.125,"gbr",1000465
143.225,-11.025,"gbr",1000466
143.225,-10.925,"gbr",1000467
143.225,-10.875,"gbr",1000468
143.225,-10.725,"gbr",1000469
143.225,-10.675,"gbr",1000470
143.225,-10.625,"gbr",1000471
143.225,-10.575,"gbr",1000472
143.225,-10.425,"gbr",1000473
143.225,-10.375,"gbr",1000474
143.225,-10.325,"gbr",1000475
143.225,-10.225,"gbr",1000476
143.225,-10.175,"gbr",1000477
143.225,-9.87499999999999,"gbr",1000478
143.225,-9.77499999999999,"gbr",1000479
143.225,-9.72499999999999,"gbr",1000480
143.225,-9.37499999999999,"gbr",1000481
143.225,-9.32499999999999,"gbr",1000482
143.225,-9.27499999999999,"gbr",1000483
143.225,-9.22499999999999,"gbr",1000484
143.225,-9.07499999999999,"gbr",1000485
143.275,-12.525,"gbr",1000486
143.275,-12.425,"gbr",1000487
143.275,-12.375,"gbr",1000488
143.275,-12.275,"gbr",1000489
143.275,-12.225,"gbr",1000490
143.275,-12.125,"gbr",1000491
143.275,-12.075,"gbr",1000492
143.275,-11.975,"gbr",1000493
143.275,-11.925,"gbr",1000494
143.275,-11.875,"gbr",1000495
143.275,-11.825,"gbr",1000496
143.275,-11.775,"gbr",1000497
143.275,-11.725,"gbr",1000498
143.275,-11.625,"gbr",1000499
143.275,-11.575,"gbr",1000500
143.275,-11.525,"gbr",1000501
143.275,-11.475,"gbr",1000502
143.275,-11.425,"gbr",1000503
143.275,-11.375,"gbr",1000504
143.275,-11.325,"gbr",1000505
143.275,-11.275,"gbr",1000506
143.275,-11.225,"gbr",1000507
143.275,-11.175,"gbr",1000508
143.275,-11.125,"gbr",1000509
143.275,-11.075,"gbr",1000510
143.275,-11.025,"gbr",1000511
143.275,-10.975,"gbr",1000512
143.275,-10.925,"gbr",1000513
143.275,-10.875,"gbr",1000514
143.275,-10.675,"gbr",1000515
143.275,-10.625,"gbr",1000516
143.275,-10.575,"gbr",1000517
143.275,-10.475,"gbr",1000518
143.275,-10.425,"gbr",1000519
143.275,-10.375,"gbr",1000520
143.275,-10.325,"gbr",1000521
143.275,-9.97499999999999,"gbr",1000522
143.275,-9.92499999999998,"gbr",1000523
143.275,-9.87499999999999,"gbr",1000524
143.275,-9.77499999999999,"gbr",1000525
143.275,-9.72499999999999,"gbr",1000526
143.275,-9.62499999999999,"gbr",1000527
143.275,-9.52499999999999,"gbr",1000528
143.275,-9.47499999999999,"gbr",1000529
143.275,-9.37499999999999,"gbr",1000530
143.275,-9.12499999999999,"gbr",1000531
143.325,-12.575,"gbr",1000532
143.325,-12.525,"gbr",1000533
143.325,-12.325,"gbr",1000534
143.325,-12.275,"gbr",1000535
143.325,-12.225,"gbr",1000536
143.325,-12.125,"gbr",1000537
143.325,-12.075,"gbr",1000538
143.325,-12.025,"gbr",1000539
143.325,-11.975,"gbr",1000540
143.325,-11.925,"gbr",1000541
143.325,-11.875,"gbr",1000542
143.325,-11.825,"gbr",1000543
143.325,-11.775,"gbr",1000544
143.325,-11.725,"gbr",1000545
143.325,-11.675,"gbr",1000546
143.325,-11.625,"gbr",1000547
143.325,-11.525,"gbr",1000548
143.325,-11.475,"gbr",1000549
143.325,-11.425,"gbr",1000550
143.325,-11.375,"gbr",1000551
143.325,-11.325,"gbr",1000552
143.325,-11.275,"gbr",1000553
143.325,-11.225,"gbr",1000554
143.325,-11.175,"gbr",1000555
143.325,-11.125,"gbr",1000556
143.325,-11.075,"gbr",1000557
143.325,-11.025,"gbr",1000558
143.325,-10.975,"gbr",1000559
143.325,-10.925,"gbr",1000560
143.325,-10.875,"gbr",1000561
143.325,-10.825,"gbr",1000562
143.325,-10.775,"gbr",1000563
143.325,-10.725,"gbr",1000564
143.325,-10.625,"gbr",1000565
143.325,-10.575,"gbr",1000566
143.325,-10.525,"gbr",1000567
143.325,-10.475,"gbr",1000568
143.325,-10.375,"gbr",1000569
143.325,-10.275,"gbr",1000570
143.325,-10.175,"gbr",1000571
143.325,-10.125,"gbr",1000572
143.325,-9.92499999999998,"gbr",1000573
143.325,-9.87499999999999,"gbr",1000574
143.325,-9.77499999999999,"gbr",1000575
143.325,-9.72499999999999,"gbr",1000576
143.325,-9.62499999999999,"gbr",1000577
143.325,-9.52499999999999,"gbr",1000578
143.325,-9.47499999999999,"gbr",1000579
143.325,-9.37499999999999,"gbr",1000580
143.375,-12.825,"gbr",1000581
143.375,-12.775,"gbr",1000582
143.375,-12.725,"gbr",1000583
143.375,-12.675,"gbr",1000584
143.375,-12.575,"gbr",1000585
143.375,-12.525,"gbr",1000586
143.375,-12.475,"gbr",1000587
143.375,-12.425,"gbr",1000588
143.375,-12.375,"gbr",1000589
143.375,-12.325,"gbr",1000590
143.375,-12.275,"gbr",1000591
143.375,-12.225,"gbr",1000592
143.375,-12.175,"gbr",1000593
143.375,-12.125,"gbr",1000594
143.375,-12.075,"gbr",1000595
143.375,-12.025,"gbr",1000596
143.375,-11.975,"gbr",1000597
143.375,-11.925,"gbr",1000598
143.375,-11.875,"gbr",1000599
143.375,-11.825,"gbr",1000600
143.375,-11.775,"gbr",1000601
143.375,-11.725,"gbr",1000602
143.375,-11.675,"gbr",1000603
143.375,-11.625,"gbr",1000604
143.375,-11.575,"gbr",1000605
143.375,-11.525,"gbr",1000606
143.375,-11.475,"gbr",1000607
143.375,-11.425,"gbr",1000608
143.375,-11.375,"gbr",1000609
143.375,-11.325,"gbr",1000610
143.375,-11.275,"gbr",1000611
143.375,-11.225,"gbr",1000612
143.375,-11.175,"gbr",1000613
143.375,-11.125,"gbr",1000614
143.375,-11.075,"gbr",1000615
143.375,-11.025,"gbr",1000616
143.375,-10.975,"gbr",1000617
143.375,-10.925,"gbr",1000618
143.375,-10.875,"gbr",1000619
143.375,-10.825,"gbr",1000620
143.375,-10.775,"gbr",1000621
143.375,-10.725,"gbr",1000622
143.375,-10.625,"gbr",1000623
143.375,-10.575,"gbr",1000624
143.375,-10.525,"gbr",1000625
143.375,-10.475,"gbr",1000626
143.375,-10.425,"gbr",1000627
143.375,-10.375,"gbr",1000628
143.375,-10.325,"gbr",1000629
143.375,-10.275,"gbr",1000630
143.375,-10.175,"gbr",1000631
143.375,-10.125,"gbr",1000632
143.375,-9.92499999999998,"gbr",1000633
143.375,-9.87499999999999,"gbr",1000634
143.375,-9.82499999999999,"gbr",1000635
143.375,-9.72499999999999,"gbr",1000636
143.375,-9.67499999999998,"gbr",1000637
143.375,-9.37499999999999,"gbr",1000638
143.375,-9.12499999999999,"gbr",1000639
143.375,-9.07499999999999,"gbr",1000640
143.425,-12.825,"gbr",1000641
143.425,-12.775,"gbr",1000642
143.425,-12.675,"gbr",1000643
143.425,-12.625,"gbr",1000644
143.425,-12.525,"gbr",1000645
143.425,-12.475,"gbr",1000646
143.425,-12.425,"gbr",1000647
143.425,-12.375,"gbr",1000648
143.425,-12.325,"gbr",1000649
143.425,-12.275,"gbr",1000650
143.425,-12.225,"gbr",1000651
143.425,-12.175,"gbr",1000652
143.425,-12.125,"gbr",1000653
143.425,-12.075,"gbr",1000654
143.425,-12.025,"gbr",1000655
143.425,-11.975,"gbr",1000656
143.425,-11.925,"gbr",1000657
143.425,-11.875,"gbr",1000658
143.425,-11.825,"gbr",1000659
143.425,-11.775,"gbr",1000660
143.425,-11.725,"gbr",1000661
143.425,-11.675,"gbr",1000662
143.425,-11.625,"gbr",1000663
143.425,-11.575,"gbr",1000664
143.425,-11.525,"gbr",1000665
143.425,-11.475,"gbr",1000666
143.425,-11.425,"gbr",1000667
143.425,-11.325,"gbr",1000668
143.425,-11.275,"gbr",1000669
143.425,-11.225,"gbr",1000670
143.425,-11.175,"gbr",1000671
143.425,-11.125,"gbr",1000672
143.425,-11.075,"gbr",1000673
143.425,-11.025,"gbr",1000674
143.425,-10.975,"gbr",1000675
143.425,-10.925,"gbr",1000676
143.425,-10.875,"gbr",1000677
143.425,-10.825,"gbr",1000678
143.425,-10.775,"gbr",1000679
143.425,-10.675,"gbr",1000680
143.425,-10.625,"gbr",1000681
143.425,-10.575,"gbr",1000682
143.425,-10.525,"gbr",1000683
143.425,-10.475,"gbr",1000684
143.425,-10.425,"gbr",1000685
143.425,-10.175,"gbr",1000686
143.425,-10.025,"gbr",1000687
143.425,-9.97499999999999,"gbr",1000688
143.425,-9.92499999999998,"gbr",1000689
143.425,-9.87499999999999,"gbr",1000690
143.425,-9.82499999999999,"gbr",1000691
143.425,-9.77499999999999,"gbr",1000692
143.425,-9.72499999999999,"gbr",1000693
143.425,-9.67499999999998,"gbr",1000694
143.425,-9.62499999999999,"gbr",1000695
143.425,-9.12499999999999,"gbr",1000696
143.425,-9.07499999999999,"gbr",1000697
143.425,-9.02499999999999,"gbr",1000698
143.475,-12.925,"gbr",1000699
143.475,-12.875,"gbr",1000700
143.475,-12.825,"gbr",1000701
143.475,-12.775,"gbr",1000702
143.475,-12.725,"gbr",1000703
143.475,-12.625,"gbr",1000704
143.475,-12.525,"gbr",1000705
143.475,-12.475,"gbr",1000706
143.475,-12.425,"gbr",1000707
143.475,-12.375,"gbr",1000708
143.475,-12.325,"gbr",1000709
143.475,-12.275,"gbr",1000710
143.475,-12.225,"gbr",1000711
143.475,-12.175,"gbr",1000712
143.475,-12.125,"gbr",1000713
143.475,-12.075,"gbr",1000714
143.475,-12.025,"gbr",1000715
143.475,-11.975,"gbr",1000716
143.475,-11.925,"gbr",1000717
143.475,-11.875,"gbr",1000718
143.475,-11.825,"gbr",1000719
143.475,-11.775,"gbr",1000720
143.475,-11.725,"gbr",1000721
143.475,-11.675,"gbr",1000722
143.475,-11.625,"gbr",1000723
143.475,-11.575,"gbr",1000724
143.475,-11.525,"gbr",1000725
143.475,-11.475,"gbr",1000726
143.475,-11.425,"gbr",1000727
143.475,-11.375,"gbr",1000728
143.475,-11.325,"gbr",1000729
143.475,-11.275,"gbr",1000730
143.475,-11.225,"gbr",1000731
143.475,-11.175,"gbr",1000732
143.475,-11.125,"gbr",1000733
143.475,-11.075,"gbr",1000734
143.475,-11.025,"gbr",1000735
143.475,-10.975,"gbr",1000736
143.475,-10.925,"gbr",1000737
