ID,Latitude,Longitude,Region,Data_date,Alert_Level,Prediction
1000029,-10.325,142.075,gbr,2023-06-25,0,12 week forecast
1000030,-10.275,142.075,gbr,2023-04-02,0,Nowcast
1000030,-10.275,142.075,gbr,2023-04-30,0,4 week forecast
1000030,-10.275,142.075,gbr,2023-05-28,0,8 week forecast
1000030,-10.275,142.075,gbr,2023-06-25,0,12 week forecast
1000031,-10.225,142.075,gbr,2023-04-02,0,Nowcast
1000031,-10.225,142.075,gbr,2023-04-30,0,4 week forecast
1000031,-10.225,142.075,gbr,2023-05-28,0,8 week forecast
1000031,-10.225,142.075,gbr,2023-06-25,0,12 week forecast
1000032,-10.175,142.075,gbr,2023-04-02,0,Nowcast
1000032,-10.175,142.075,gbr,2023-04-30,0,4 week forecast
1000032,-10.175,142.075,gbr,2023-05-28,0,8 week forecast
1000032,-10.175,142.075,gbr,2023-06-25,0,12 week forecast
1000033,-10.125,142.075,gbr,2023-04-02,0,Nowcast
1000033,-10.125,142.075,gbr,2023-04-30,0,4 week forecast
1000033,-10.125,142.075,gbr,2023-05-28,0,8 week forecast
1000033,-10.125,142.075,gbr,2023-06-25,0,12 week forecast
1000034,-10.075,142.075,gbr,2023-04-02,0,Nowcast
1000034,-10.075,142.075,gbr,2023-04-30,0,4 week forecast
1000034,-10.075,142.075,gbr,2023-05-28,0,8 week forecast
1000034,-10.075,142.075,gbr,2023-06-25,0,12 week forecast
1000035,-10.025,142.075,gbr,2023-04-02,0,Nowcast
1000035,-10.025,142.075,gbr,2023-04-30,0,4 week forecast
1000035,-10.025,142.075,gbr,2023-05-28,0,8 week forecast
1000035,-10.025,142.075,gbr,2023-06-25,1,12 week forecast
1000036,-9.97499999999999,142.075,gbr,2023-04-02,0,Nowcast
1000036,-9.97499999999999,142.075,gbr,2023-04-30,3,4 week forecast
1000036,-9.97499999999999,142.075,gbr,2023-05-28,0,8 week forecast
1000036,-9.97499999999999,142.075,gbr,2023-06-25,0,12 week forecast
1000037,-9.92499999999998,142.075,gbr,2023-04-02,0,Nowcast
1000037,-9.92499999999998,142.075,gbr,2023-04-30,0,4 week forecast
1000037,-9.92499999999998,142.075,gbr,2023-05-28,0,8 week forecast
1000037,-9.92499999999998,142.075,gbr,2023-06-25,0,12 week forecast
1000038,-10.775,142.125,gbr,2023-04-02,0,Nowcast
1000038,-10.775,142.125,gbr,2023-04-30,0,4 week forecast
1000038,-10.775,142.125,gbr,2023-05-28,0,8 week forecast
1000038,-10.775,142.125,gbr,2023-06-25,0,12 week forecast
1000039,-10.725,142.125,gbr,2023-04-02,0,Nowcast
1000039,-10.725,142.125,gbr,2023-04-30,0,4 week forecast
1000039,-10.725,142.125,gbr,2023-05-28,0,8 week forecast
1000039,-10.725,142.125,gbr,2023-06-25,0,12 week forecast
1000040,-10.675,142.125,gbr,2023-04-02,0,Nowcast
1000040,-10.675,142.125,gbr,2023-04-30,0,4 week forecast
1000040,-10.675,142.125,gbr,2023-05-28,0,8 week forecast
1000040,-10.675,142.125,gbr,2023-06-25,0,12 week forecast
1000041,-10.625,142.125,gbr,2023-04-02,0,Nowcast
1000041,-10.625,142.125,gbr,2023-04-30,0,4 week forecast
1000041,-10.625,142.125,gbr,2023-05-28,0,8 week forecast
1000041,-10.625,142.125,gbr,2023-06-25,0,12 week forecast
1000042,-10.575,142.125,gbr,2023-04-02,0,Nowcast
1000042,-10.575,142.125,gbr,2023-04-30,0,4 week forecast
1000042,-10.575,142.125,gbr,2023-05-28,0,8 week forecast
1000042,-10.575,142.125,gbr,2023-06-25,0,12 week forecast
1000043,-10.525,142.125,gbr,2023-04-02,0,Nowcast
1000043,-10.525,142.125,gbr,2023-04-30,0,4 week forecast
1000043,-10.525,142.125,gbr,2023-05-28,0,8 week forecast
1000043,-10.525,142.125,gbr,2023-06-25,0,12 week forecast
1000044,-10.475,142.125,gbr,2023-04-02,0,Nowcast
1000044,-10.475,142.125,gbr,2023-04-30,0,4 week forecast
1000044,-10.475,142.125,gbr,2023-05-28,0,8 week forecast
1000044,-10.475,142.125,gbr,2023-06-25,0,12 week forecast
1000045,-10.425,142.125,gbr,2023-04-02,0,Nowcast
1000045,-10.425,142.125,gbr,2023-04-30,0,4 week forecast
1000045,-10.425,142.125,gbr,2023-05-28,0,8 week forecast
1000045,-10.425,142.125,gbr,2023-06-25,0,12 week forecast
1000046,-10.375,142.125,gbr,2023-04-02,0,Nowcast
1000046,-10.375,142.125,gbr,2023-04-30,0,4 week forecast
1000046,-10.375,142.125,gbr,2023-05-28,0,8 week forecast
1000046,-10.375,142.125,gbr,2023-06-25,0,12 week forecast
1000047,-10.325,142.125,gbr,2023-04-02,0,Nowcast
1000047,-10.325,142.125,gbr,2023-04-30,0,4 week forecast
1000047,-10.325,142.125,gbr,2023-05-28,0,8 week forecast
1000047,-10.325,142.125,gbr,2023-06-25,0,12 week forecast
1000048,-10.275,142.125,gbr,2023-04-02,0,Nowcast
1000048,-10.275,142.125,gbr,2023-04-30,0,4 week forecast
1000048,-10.275,142.125,gbr,2023-05-28,0,8 week forecast
1000048,-10.275,142.125,gbr,2023-06-25,0,12 week forecast
1000049,-10.225,142.125,gbr,2023-04-02,0,Nowcast
1000049,-10.225,142.125,gbr,2023-04-30,0,4 week forecast
1000049,-10.225,142.125,gbr,2023-05-28,0,8 week forecast
1000049,-10.225,142.125,gbr,2023-06-25,0,12 week forecast
1000050,-10.175,142.125,gbr,2023-04-02,0,Nowcast
1000050,-10.175,142.125,gbr,2023-04-30,0,4 week forecast
1000050,-10.175,142.125,gbr,2023-05-28,0,8 week forecast
1000050,-10.175,142.125,gbr,2023-06-25,0,12 week forecast
1000051,-10.075,142.125,gbr,2023-04-02,0,Nowcast
1000051,-10.075,142.125,gbr,2023-04-30,0,4 week forecast
1000051,-10.075,142.125,gbr,2023-05-28,0,8 week forecast
1000051,-10.075,142.125,gbr,2023-06-25,0,12 week forecast
1000052,-10.025,142.125,gbr,2023-04-02,0,Nowcast
1000052,-10.025,142.125,gbr,2023-04-30,0,4 week forecast
1000052,-10.025,142.125,gbr,2023-05-28,0,8 week forecast
1000052,-10.025,142.125,gbr,2023-06-25,0,12 week forecast
1000053,-9.97499999999999,142.125,gbr,2023-04-02,0,Nowcast
1000053,-9.97499999999999,142.125,gbr,2023-04-30,0,4 week forecast
1000053,-9.97499999999999,142.125,gbr,2023-05-28,0,8 week forecast
1000053,-9.97499999999999,142.125,gbr,2023-06-25,0,12 week forecast
1000054,-9.92499999999998,142.125,gbr,2023-04-02,0,Nowcast
1000054,-9.92499999999998,142.125,gbr,2023-04-30,0,4 week forecast
1000054,-9.92499999999998,142.125,gbr,2023-05-28,0,8 week forecast
1000054,-9.92499999999998,142.125,gbr,2023-06-25,0,12 week forecast
1000055,-9.87499999999999,142.125,gbr,2023-04-02,0,Nowcast
1000055,-9.87499999999999,142.125,gbr,2023-04-30,0,4 week forecast
1000055,-9.87499999999999,142.125,gbr,2023-05-28,0,8 week forecast
1000055,-9.87499999999999,142.125,gbr,2023-06-25,0,12 week forecast
1000056,-10.775,142.175,gbr,2023-04-02,4,Nowcast
1000056,-10.775,142.175,gbr,2023-04-30,4,4 week forecast
1000056,-10.775,142.175,gbr,2023-05-28,4,8 week forecast
1000056,-10.775,142.175,gbr,2023-06-25,4,12 week forecast
1000057,-10.575,142.175,gbr,2023-04-02,0,Nowcast
1000057,-10.575,142.175,gbr,2023-04-30,0,4 week forecast
1000057,-10.575,142.175,gbr,2023-05-28,0,8 week forecast
1000057,-10.575,142.175,gbr,2023-06-25,0,12 week forecast
1000058,-10.525,142.175,gbr,2023-04-02,0,Nowcast
1000058,-10.525,142.175,gbr,2023-04-30,0,4 week forecast
1000058,-10.525,142.175,gbr,2023-05-28,0,8 week forecast
1000058,-10.525,142.175,gbr,2023-06-25,0,12 week forecast
1000059,-10.475,142.175,gbr,2023-04-02,0,Nowcast
1000059,-10.475,142.175,gbr,2023-04-30,0,4 week forecast
1000059,-10.475,142.175,gbr,2023-05-28,0,8 week forecast
1000059,-10.475,142.175,gbr,2023-06-25,0,12 week forecast
1000060,-10.425,142.175,gbr,2023-04-02,0,Nowcast
1000060,-10.425,142.175,gbr,2023-04-30,0,4 week forecast
1000060,-10.425,142.175,gbr,2023-05-28,0,8 week forecast
1000060,-10.425,142.175,gbr,2023-06-25,0,12 week forecast
1000061,-10.375,142.175,gbr,2023-04-02,0,Nowcast
1000061,-10.375,142.175,gbr,2023-04-30,0,4 week forecast
1000061,-10.375,142.175,gbr,2023-05-28,0,8 week forecast
1000061,-10.375,142.175,gbr,2023-06-25,0,12 week forecast
1000062,-10.325,142.175,gbr,2023-04-02,0,Nowcast
1000062,-10.325,142.175,gbr,2023-04-30,0,4 week forecast
1000062,-10.325,142.175,gbr,2023-05-28,0,8 week forecast
1000062,-10.325,142.175,gbr,2023-06-25,0,12 week forecast
1000063,-10.275,142.175,gbr,2023-04-02,0,Nowcast
1000063,-10.275,142.175,gbr,2023-04-30,0,4 week forecast
1000063,-10.275,142.175,gbr,2023-05-28,0,8 week forecast
1000063,-10.275,142.175,gbr,2023-06-25,0,12 week forecast
1000064,-10.225,142.175,gbr,2023-04-02,0,Nowcast
1000064,-10.225,142.175,gbr,2023-04-30,0,4 week forecast
1000064,-10.225,142.175,gbr,2023-05-28,0,8 week forecast
1000064,-10.225,142.175,gbr,2023-06-25,0,12 week forecast
1000065,-10.175,142.175,gbr,2023-04-02,0,Nowcast
1000065,-10.175,142.175,gbr,2023-04-30,0,4 week forecast
1000065,-10.175,142.175,gbr,2023-05-28,0,8 week forecast
1000065,-10.175,142.175,gbr,2023-06-25,0,12 week forecast
1000066,-10.125,142.175,gbr,2023-04-02,0,Nowcast
1000066,-10.125,142.175,gbr,2023-04-30,0,4 week forecast
1000066,-10.125,142.175,gbr,2023-05-28,0,8 week forecast
1000066,-10.125,142.175,gbr,2023-06-25,0,12 week forecast
1000067,-10.075,142.175,gbr,2023-04-02,0,Nowcast
1000067,-10.075,142.175,gbr,2023-04-30,0,4 week forecast
1000067,-10.075,142.175,gbr,2023-05-28,0,8 week forecast
1000067,-10.075,142.175,gbr,2023-06-25,0,12 week forecast
1000068,-10.025,142.175,gbr,2023-04-02,0,Nowcast
1000068,-10.025,142.175,gbr,2023-04-30,0,4 week forecast
1000068,-10.025,142.175,gbr,2023-05-28,0,8 week forecast
1000068,-10.025,142.175,gbr,2023-06-25,0,12 week forecast
1000069,-9.97499999999999,142.175,gbr,2023-04-02,0,Nowcast
1000069,-9.97499999999999,142.175,gbr,2023-04-30,0,4 week forecast
1000069,-9.97499999999999,142.175,gbr,2023-05-28,0,8 week forecast
1000069,-9.97499999999999,142.175,gbr,2023-06-25,0,12 week forecast
1000070,-9.92499999999998,142.175,gbr,2023-04-02,0,Nowcast
1000070,-9.92499999999998,142.175,gbr,2023-04-30,0,4 week forecast
1000070,-9.92499999999998,142.175,gbr,2023-05-28,0,8 week forecast
1000070,-9.92499999999998,142.175,gbr,2023-06-25,0,12 week forecast
1000071,-9.87499999999999,142.175,gbr,2023-04-02,0,Nowcast
1000071,-9.87499999999999,142.175,gbr,2023-04-30,0,4 week forecast
1000071,-9.87499999999999,142.175,gbr,2023-05-28,0,8 week forecast
1000071,-9.87499999999999,142.175,gbr,2023-06-25,0,12 week forecast
1000072,-9.57499999999999,142.175,gbr,2023-04-02,0,Nowcast
